,feature1,feature2,true_label,cluster
795,-0.492277,-0.231213,0,1
796,1.06738,-1.3691,1,0
797,-0.227954,-1.40803,1,0
798,1.38219,-0.81471,1,0
799,0.367161,-0.776737,0,1
800,-1.03789,-0.657422,0,1
801,1.35745,-0.817515,1,0
802,-1.1636,-0.916632,0,1
803,-0.00795544,-1.4153,1,0
804,-0.120618,-1.30621,1,0
805,0.387779,-0.863248,0,1
806,-0.0473706,-0.331139,0,1
807,-0.504688,-0.708825,1,0
808,1.1721,-1.09491,1,0
809,0.0961664,-0.452921,0,1
810,0.118738,-0.59731,0,1
811,0.314075,-0.635427,0,1
812,1.20622,-1.16087,1,0
813,-0.425747,-0.310788,0,1
814,0.790142,-1.54026,1,0
815,0.454245,-0.765158,0,1
816,0.585425,-1.63751,1,0
817,0.123709,-0.443271,0,1
818,1.30109,-0.817748,1,0
819,0.0430968,-1.36797,1,0
820,0.310091,-1.03867,0,1
821,-0.576881,-0.382932,0,1
822,-0.211482,-1.00955,1,0
823,-1.28835,-0.987838,0,1
824,-0.060982,-0.437792,0,1
825,-1.16001,-0.675138,0,1
826,-0.388308,-0.35893,0,1
827,0.331986,-1.48785,1,0
828,0.821774,-1.49174,1,0
829,-0.99177,-0.480964,0,1
830,1.09748,-1.35466,1,0
831,-0.398917,-1.06122,1,0
832,-0.569683,-0.273096,0,1
833,-1.28159,-0.896547,0,1
834,1.20644,-1.03801,1,0
835,0.297581,-0.627,0,1
836,-0.835818,-0.44404,0,1
837,0.428106,-1.45071,1,0
838,-1.21353,-1.04966,0,1
839,1.15707,-0.968078,1,0
840,-1.29919,-1.02033,0,1
841,-0.925683,-0.467984,0,1
842,0.284114,-0.49919,0,1
843,1.28083,-0.77994,1,0
844,-1.28142,-0.910052,0,1
845,-0.181966,-1.31558,1,0
846,0.250994,-1.26684,1,0
847,-0.225261,-1.1549,1,0
848,-0.277089,-1.16836,1,0
849,1.43604,-0.795568,1,0
850,0.359308,-1.08492,0,1
851,-0.277918,-1.03648,1,0
852,-1.20868,-0.832853,0,1
853,0.632201,-1.672,1,0
854,-0.404046,-0.3164,0,1
855,-0.360787,-0.722821,1,0
856,-1.34233,-0.965816,0,1
857,-0.282961,-0.330935,0,1
858,0.240475,-1.47912,1,0
859,0.610808,-1.52127,1,0
860,0.39665,-1.43437,1,0
861,-0.0614298,-0.385976,0,1
862,0.520148,-1.36938,1,0
863,-0.325991,-0.137877,0,-1
864,0.462848,-1.56688,1,0
865,-0.148224,-1.29472,1,0
866,0.407863,-0.725497,0,1
867,-1.00633,-0.561415,0,1
868,0.466301,-1.54153,1,0
869,-0.0453842,-1.28204,1,0
870,0.473457,-1.47436,1,0
871,1.38133,-0.938706,1,0
872,-0.702724,-0.443727,0,1
873,-1.00048,-0.380143,0,1
874,0.638765,-1.43757,1,0
875,0.159058,-0.439927,0,1
876,0.162795,-1.40525,1,0
877,0.1088,-0.353936,0,1
878,0.903247,-1.32407,1,0
879,1.17527,-0.99968,1,0
880,0.12397,-0.452227,0,1
881,0.513563,-0.694275,0,1
882,0.377911,-0.59566,0,1
883,-0.374904,-1.01134,1,0
884,-0.254177,-1.1011,1,0
885,-0.0463776,-1.39386,1,0
886,-1.19631,-0.814773,0,1
887,0.58462,-1.49526,1,0
888,-0.967242,-0.482184,0,1
889,-0.278921,-1.16353,1,0
890,0.306019,-0.774586,0,1
891,0.352309,-1.59514,1,0
892,-0.310089,-0.923013,1,0
893,-0.562301,-0.228151,0,1
894,-0.388549,-0.397543,0,1
895,-0.904018,-0.326702,0,1
896,0.608533,-1.46075,1,0
897,-0.814576,-0.386185,0,1
898,1.48235,-0.815262,1,0
899,-0.389895,-0.385684,0,1
900,-0.478639,-0.24117,0,1
901,0.380433,-1.03376,0,1
902,-0.361709,-0.378725,0,1
903,-0.381983,-1.25157,1,0
904,-0.41589,-0.971418,1,0
905,1.35529,-0.930196,1,0
906,-0.828385,-0.352638,0,1
907,1.08843,-1.22071,1,0
908,0.404347,-0.855265,0,1
909,-1.09583,-0.836733,0,1
910,1.07382,-1.08502,1,0
911,0.173757,-1.64629,1,0
912,1.18534,-1.04502,1,0
913,0.234715,-0.533794,0,1
914,-0.623275,-0.369974,0,1
915,0.298657,-0.695644,0,1
916,0.658832,-1.47601,1,0
917,-0.936635,-0.517953,0,1
918,-0.280112,-1.01314,1,0
919,-1.36449,-1.00748,0,1
920,0.395554,-0.843181,0,1
921,1.34231,-0.871912,1,0
922,0.223647,-0.580899,0,1
923,-0.4353,-1.23052,1,0
924,0.15547,-1.42188,1,0
925,-0.377218,-0.816796,1,0
926,-0.545262,-0.259211,0,1
927,0.0426589,-0.34809,0,1
928,0.425853,-0.894763,0,1
929,-0.382302,-0.932664,1,0
930,0.296947,-0.676968,0,1
931,-0.139101,-0.353525,0,1
932,1.18628,-0.89606,1,0
933,-0.18512,-0.222857,0,1
934,1.33799,-0.821753,1,0
935,0.339891,-1.40654,1,0
936,-0.832504,-0.402328,0,1
937,1.18912,-1.11436,1,0
938,-0.319399,-1.03688,1,0
939,-0.268541,-0.221899,0,1
940,-0.860595,-0.46137,0,1
941,1.09818,-1.12194,1,0
942,-0.235132,-0.29818,0,1
943,-0.551407,-0.438017,0,1
944,0.226316,-0.513655,0,1
945,0.437826,-1.08869,0,1
946,-0.909288,-0.492139,0,1
947,0.203969,-0.526465,0,1
948,1.13816,-1.30586,1,0
949,1.14576,-1.07255,1,0
950,-0.234286,-1.34755,1,0
951,1.18765,-1.1252,1,0
952,0.208324,-0.602997,0,1
953,0.28225,-0.538087,0,1
954,-1.28551,-0.765877,0,1
955,0.33426,-0.582869,0,1
956,-0.980869,-0.517918,0,1
957,0.753943,-1.38166,1,0
958,1.24095,-1.01437,1,0
959,-0.291676,-1.14384,1,0
960,-0.901414,-0.43272,0,1
961,-0.0783553,-1.42974,1,0
962,0.421753,-0.927851,0,1
963,0.893341,-1.41096,1,0
964,-0.948689,-0.628038,0,1
965,-0.292006,-0.669229,1,0
966,-1.2744,-0.783324,0,1
967,-0.373645,-0.989608,1,0
968,0.0167845,-0.337586,0,1
969,-1.21901,-1.04427,0,1
970,0.240928,-0.477154,0,1
971,0.332046,-0.601272,0,1
972,0.347438,-0.690199,0,1
973,1.06795,-1.25854,1,0
974,0.0554308,-0.490378,0,1
975,0.797029,-1.41348,1,0
976,-0.173197,-1.18687,1,0
977,0.259462,-0.558629,0,1
978,0.531086,-0.850693,0,1
979,-1.39763,-0.856878,0,1
980,0.315919,-0.705487,0,1
981,0.523165,-1.03117,0,1
982,-1.17122,-0.504207,0,1
983,0.00820113,-1.48748,1,0
984,1.30739,-1.15302,1,0
985,1.33724,-0.812259,1,0
986,-0.837249,-0.381211,0,1
987,-0.837537,-0.40648,0,1
988,-0.245425,-1.24908,1,0
989,-0.180335,-1.34742,1,0
990,0.455535,-0.987348,0,1
991,0.0967357,-1.34665,1,0
992,0.785447,-1.43073,1,0
993,0.543082,-0.871908,0,1
994,-0.29514,-1.09131,1,0
995,1.14726,-1.0446,1,0
996,-0.309293,-0.26241,0,1
997,-0.859161,-0.449794,0,1
998,-0.294136,-1.09908,1,0
999,1.17564,-1.27067,1,0
1000,-0.427036,-0.365391,0,1
1001,-1.23321,-1.08104,0,1
1002,-1.23212,-0.949543,0,1
1003,1.07636,-1.2797,1,0
1004,-0.596857,-0.36414,0,1
1005,-0.0139189,-0.36214,0,1
1006,0.322851,-0.828336,0,1
1007,-0.212896,-1.24992,1,0
1008,-0.00716149,-0.408583,0,1
1009,-0.589623,-0.330887,0,1
1010,-0.588398,-0.376986,0,1
1011,-1.1719,-0.571205,0,1
1012,0.207865,-0.597314,0,1
1013,0.334504,-1.08366,0,1
1014,0.975418,-1.3337,1,0
1015,0.799883,-1.46073,1,0
1016,-0.180265,-0.249402,0,1
1017,1.10583,-1.23536,1,0
1018,-0.199299,-1.01181,1,0
1019,-1.25779,-0.6189,0,1
1020,0.405018,-0.861525,0,1
1021,1.04856,-1.40518,1,0
1022,-0.194935,-0.344822,0,1
1023,0.841943,-1.47065,1,0
1024,-0.353467,-1.12176,1,0
1025,0.491513,-1.52808,1,0
1026,1.27452,-1.00599,1,0
1027,-0.0804375,-0.329132,0,1
1028,0.408026,-1.01005,0,1
1029,-1.17278,-0.880577,0,1
1030,1.09601,-1.2459,1,0
1031,0.379163,-1.49776,1,0
1032,-0.141529,-1.29982,1,0
1033,-1.32058,-1.12028,0,1
1034,0.173366,-0.440615,0,1
1035,-0.234664,-1.18706,1,0
1036,-0.658223,-0.326916,0,1
1037,-1.15637,-0.904082,0,1
1038,-0.486683,-0.804901,1,0
1039,1.14795,-1.22375,1,0
1040,-1.27053,-1.02818,0,1
1041,-0.483636,-0.300196,0,1
1042,-0.402422,-0.925949,1,0
1043,-1.22219,-0.684683,0,1
1044,0.374682,-0.72928,0,1
1045,-0.542434,-0.360999,0,1
1046,1.35724,-0.825681,1,0
1047,-0.184519,-1.41238,1,0
1048,-1.12548,-0.664858,0,1
1049,1.41379,-0.905912,1,0
1050,0.484887,-0.940262,0,1
1051,-0.289428,-1.06745,1,0
1052,0.475227,-1.5125,1,0
1053,1.18791,-0.895283,1,0
1054,-0.403807,-0.699125,1,0
1055,-0.786061,-0.318691,0,1
1056,0.424749,-1.03658,0,1
1057,-0.475037,-0.288253,0,1
1058,-0.0689104,-0.266324,0,1
1059,-1.2886,-1.00291,0,1
1060,0.774337,-1.37653,1,0
1061,1.24963,-1.04595,1,0
1062,-1.32947,-0.891293,0,1
1063,-0.296495,-1.01322,1,0
1064,0.247362,-0.602366,0,1
1065,-0.251771,-1.14777,1,0
1066,0.601831,-1.45889,1,0
1067,-0.0363805,-0.338429,0,1
1068,-0.264788,-0.267497,0,1
1069,1.2332,-1.02112,1,0
1070,0.247159,-1.42242,1,0
1071,-0.947098,-0.386797,0,1
1072,0.0297982,-1.4037,1,0
1073,-0.289941,-0.854361,1,0
1074,1.06236,-1.23193,1,0
1075,-0.364083,-0.81929,1,0
1076,0.264589,-1.42882,1,0
1077,-0.965483,-0.501058,0,1
1078,0.551596,-1.02531,0,1
1079,-0.344412,-0.321998,0,1
1080,0.86732,-1.31279,1,0
1081,-0.264027,-0.30629,0,1
1082,-0.628236,-0.348791,0,1
1083,-0.703129,-0.384057,0,1
1084,0.110922,-0.442704,0,1
1085,-0.2124,-1.10035,1,0
1086,0.614829,-1.43766,1,0
1087,0.00514456,-1.47014,1,0
1088,1.27365,-0.838189,1,0
1089,0.391875,-0.894899,0,1
1090,0.00662015,-1.38961,1,0
1091,0.194426,-1.54852,1,0
1092,-1.41533,-0.968838,0,1
1093,-0.0725942,-1.44845,1,0
1094,0.259391,-0.66454,0,1
1095,0.950802,-1.42785,1,0
1096,1.33784,-0.665602,1,0
1097,-0.432083,-0.8515,1,0
1098,-1.07482,-0.487773,0,1
1099,-1.37396,-0.97623,0,1
1100,0.794241,-1.35623,1,0
1101,-0.820677,-0.382669,0,1
1102,-1.01244,-0.473216,0,1
1103,-0.360585,-0.822754,1,0
1104,-0.96176,-0.362917,0,1
1105,-1.23218,-0.772649,0,1
1106,0.415941,-1.47983,1,0
1107,1.23884,-0.809475,1,0
1108,-0.303832,-0.929395,1,0
1109,0.450257,-0.746395,0,1
1110,-1.44158,-1.15765,0,-1
1111,0.227726,-1.52555,1,0
1112,-0.375523,-1.13495,1,0
1113,0.357166,-0.788053,0,1
1114,-1.12458,-0.817525,0,1
1115,-1.12278,-0.668416,0,1
1116,-0.32343,-0.343805,0,1
1117,-0.0814359,-0.400358,0,1
1118,-1.17427,-0.829368,0,1
1119,-0.176661,-1.24506,1,0
1120,-0.43883,-1.00198,1,0
1121,-0.326884,-1.07868,1,0
1122,0.463595,-0.90883,0,1
1123,0.930594,-1.36658,1,0
1124,-0.0759883,-1.29108,1,0
1125,-0.306637,-1.1052,1,0
1126,-0.408847,-0.826561,1,0
1127,1.42333,-0.680143,1,0
1128,0.452861,-1.15808,0,1
1129,-0.0513894,-1.41825,1,0
1130,0.987766,-1.35833,1,0
1131,-0.0510171,-0.407182,0,1
1132,1.12517,-1.24639,1,0
1133,1.2245,-0.954122,1,0
1134,-0.580364,-0.418677,0,1
1135,0.0487202,-1.36522,1,0
1136,0.270476,-1.37463,1,0
1137,-0.325721,-0.874796,1,0
1138,1.08526,-1.23896,1,0
1139,-0.128384,-0.359153,0,1
1140,0.743192,-1.46177,1,0
1141,-0.266331,-0.44249,0,1
1142,0.28111,-0.643597,0,1
1143,-1.03935,-0.4956,0,1
1144,0.504381,-0.973372,0,1
1145,1.17525,-1.05946,1,0
1146,-1.32975,-1.04907,0,1
1147,-0.344116,-1.02634,1,0
1148,0.434749,-1.47693,1,0
1149,-0.745195,-0.441356,0,1
1150,-0.0385059,-1.21186,1,0
1151,-1.19788,-0.974755,0,1
1152,-0.421706,-0.356243,0,1
1153,-0.733116,-0.427913,0,1
1154,-0.334388,-0.457215,0,1
1155,0.551821,-0.970983,0,1
1156,-1.10111,-0.888254,0,1
1157,0.437147,-1.01038,0,1
1158,-0.291037,-1.20283,1,0
1159,-0.357234,-1.01012,1,0
1160,1.02747,-1.17656,1,0
1161,-0.593284,-0.516801,0,1
1162,-0.168124,-1.29403,1,0
1163,-0.918266,-0.446366,0,1
1164,-0.397098,-0.577389,1,-1
1165,0.21624,-1.49061,1,0
1166,0.0776683,-0.426226,0,1
1167,0.537983,-1.5787,1,0
1168,-0.492786,-0.771035,1,0
1169,-0.896275,-0.360527,0,1
1170,0.300672,-0.667747,0,1
1171,-0.0739441,-1.39703,1,0
1172,-0.404836,-1.05297,1,0
1173,-1.16388,-0.726889,0,1
1174,-1.2235,-0.868042,0,1
1175,-0.944708,-0.564372,0,1
1176,1.35796,-0.88797,1,0
1177,0.603447,-1.05414,0,1
1178,0.301696,-0.62138,0,1
1179,-0.162509,-1.16318,1,0
1180,0.00489825,-1.48924,1,0
1181,1.33602,-0.786031,1,0
1182,0.198238,-0.542885,0,1
1183,0.395185,-1.44432,1,0
1184,0.0181481,-1.31211,1,0
1185,1.20332,-0.793675,1,0
1186,0.873196,-1.38188,1,0
1187,-1.14765,-0.6207,0,1
1188,0.203665,-0.623723,0,1
1189,-0.147839,-0.359192,0,1
1190,-0.845444,-0.60717,0,1
1191,1.11542,-1.28155,1,0
1192,0.810275,-1.32673,1,0
1193,0.887535,-1.43352,1,0
1194,-0.982765,-0.435128,0,1
1195,0.258608,-1.42125,1,0
1196,-0.804937,-0.305227,0,1
1197,0.232407,-0.700214,0,1
1198,0.626306,-1.46942,1,0
1199,0.443914,-1.02922,0,1
1200,0.254783,-1.42021,1,0
1201,-1.00579,-0.629118,0,1
1202,-1.22969,-0.93144,0,1
1203,0.826777,-1.36353,1,0
1204,0.01222,-1.3355,1,0
1205,1.13637,-1.17759,1,0
1206,-0.0915816,-1.37779,1,0
1207,1.30922,-1.0372,1,0
1208,-0.0841388,-0.376872,0,1
1209,-0.323832,-0.815923,1,0
1210,0.0865346,-0.58066,0,1
1211,0.402133,-0.972685,0,1
1212,-0.622535,-0.428855,0,1
1213,1.18163,-0.832733,1,0
1214,0.00855553,-0.511459,0,1
1215,0.48543,-0.905459,0,1
1216,-1.33472,-1.10561,0,1
1217,0.161467,-1.46646,1,0
1218,-0.748801,-0.323108,0,1
1219,0.925153,-1.43562,1,0
1220,1.42629,-0.727825,1,0
1221,-1.32947,-0.89016,0,1
1222,1.27654,-1.04525,1,0
1223,-1.16193,-0.759748,0,1
1224,1.38235,-0.96294,1,0
1225,0.746831,-1.38567,1,0
1226,0.578243,-1.47049,1,0
1227,0.899704,-1.36167,1,0
1228,1.22382,-0.993485,1,0
1229,-0.300673,-0.855538,1,0
1230,0.314464,-0.718027,0,1
1231,-0.0405248,-1.3421,1,0
1232,0.616903,-1.47767,1,0
1233,-0.444854,-0.938838,1,0
1234,0.937999,-1.29084,1,0
1235,-0.194168,-1.01716,1,0
1236,-0.375265,-1.26544,1,0
1237,0.125914,-0.704048,0,1
1238,1.15511,-1.08072,1,0
1239,-0.915629,-0.462074,0,1
1240,0.500786,-1.6053,1,0
1241,1.02996,-1.27639,1,0
1242,0.356928,-0.765447,0,1
1243,-0.987381,-0.544707,0,1
1244,1.05167,-1.24401,1,0
1245,0.495208,-1.52953,1,0
1246,0.44742,-1.04308,0,1
1247,0.34177,-0.52761,0,1
1248,-0.53847,-0.332075,0,1
1249,1.31263,-0.791449,1,0
1250,0.12154,-0.438627,0,1
1251,1.29969,-0.826991,1,0
1252,0.418953,-1.62258,1,0
1253,0.352775,-1.07544,0,1
1254,0.132265,-1.4567,1,0
1255,1.12267,-1.14663,1,0
1256,0.153206,-1.50906,1,0
1257,-0.772793,-0.276956,0,1
1258,0.110617,-0.507383,0,1
1259,-0.268853,-1.07496,1,0
1260,1.08071,-1.30648,1,0
1261,-0.395757,-1.04612,1,0
1262,1.30257,-1.0333,1,0
1263,-1.08501,-0.801573,0,1
1264,-0.324706,-0.330943,0,1
1265,1.10336,-1.34083,1,0
1266,-0.0405744,-0.47983,0,1
1267,0.240907,-0.686076,0,1
1268,-0.813409,-0.37357,0,1
1269,-1.35967,-0.84587,0,1
1270,1.30816,-0.748067,1,0
1271,1.24187,-0.997878,1,0
1272,-1.02667,-0.51528,0,1
1273,-0.156746,-1.21865,1,0
1274,-0.860821,-0.34001,0,1
1275,1.17668,-1.0776,1,0
1276,0.715383,-1.57447,1,0
1277,0.234563,-0.595738,0,1
1278,-0.629331,-0.225622,0,1
1279,-0.14156,-1.26973,1,0
1280,1.24299,-1.09718,1,0
1281,-1.15135,-0.639374,0,1
1282,-0.766193,-0.382557,0,1
1283,0.0201457,-0.460226,0,1
1284,0.593756,-1.60403,1,0
1285,0.661928,-1.55278,1,0
1286,-1.09292,-0.613723,0,1
1287,0.236423,-0.623452,0,1
1288,-0.406024,-0.731762,1,0
1289,0.0250518,-1.43518,1,0
1290,0.248468,-0.563825,0,1
1291,-0.164688,-1.18853,1,0
1292,-0.102487,-0.3677,0,1
1293,-0.122578,-0.323965,0,1
1294,1.095,-1.13412,1,0
1295,-0.500001,-0.345734,0,1
1296,0.366596,-0.797378,0,1
1297,0.722288,-1.49967,1,0
1298,0.135352,-0.417692,0,1
1299,-0.262956,-0.904079,1,0
1300,-0.00305135,-0.36476,0,1
1301,1.28017,-0.954938,1,0
1302,1.24976,-0.892448,1,0
1303,0.646202,-1.44814,1,0
1304,-0.462865,-0.306629,0,1
1305,1.12514,-1.27506,1,0
1306,-0.272051,-1.09844,1,0
1307,0.136033,-0.613569,0,1
1308,-1.23372,-0.626265,0,1
1309,0.520465,-1.00424,0,1
1310,0.311182,-0.736794,0,1
1311,-1.1773,-0.894921,0,1
1312,1.3168,-0.827993,1,0
1313,-0.196924,-1.31023,1,0
1314,0.957994,-1.32279,1,0
1315,1.08056,-1.37097,1,0
1316,1.20964,-1.05937,1,0
1317,-0.667572,-0.306902,0,1
1318,0.542447,-1.57489,1,0
1319,0.862928,-1.44449,1,0
1320,-1.26443,-0.778033,0,1
1321,1.15695,-1.11125,1,0
1322,0.837172,-1.30438,1,0
1323,1.07397,-1.12573,1,0
1324,-0.205563,-0.418736,0,1
1325,-1.21882,-0.842221,0,1
1326,-1.2318,-0.986397,0,1
1327,0.993405,-1.35581,1,0
1328,-0.104881,-1.40339,1,0
1329,-1.11619,-0.72459,0,1
1330,-1.20286,-0.740755,0,1
1331,1.00249,-1.30006,1,0
1332,0.893567,-1.45997,1,0
1333,1.24618,-0.746212,1,0
1334,0.873897,-1.41991,1,0
1335,1.12576,-1.0243,1,0
1336,-0.472898,-0.855642,1,0
1337,-1.31836,-0.716438,0,1
1338,0.135861,-1.38316,1,0
1339,-1.11887,-0.475702,0,1
1340,-1.30488,-0.951971,0,1
1341,-1.09382,-0.603201,0,1
1342,0.359768,-1.41933,1,0
1343,1.07148,-1.44912,1,0
1344,0.614286,-1.46738,1,0
1345,-0.951896,-0.4348,0,1
1346,0.2771,-1.42374,1,0
1347,-0.93022,-0.389353,0,1
1348,0.5919,-1.37468,1,0
1349,-1.31184,-1.05079,0,1
1350,1.15208,-1.12458,1,0
1351,-0.756341,-0.510436,0,1
1352,0.449376,-0.716441,0,1
1353,0.0943366,-1.41614,1,0
1354,-1.08958,-0.502231,0,1
1355,0.952738,-1.42505,1,0
1356,-1.31002,-1.0894,0,1
1357,-0.347808,-1.15277,1,0
1358,-0.222183,-1.16364,1,0
1359,0.143606,-1.48419,1,0
1360,0.178457,-0.486401,0,1
1361,-0.39825,-0.280775,0,1
1362,-0.415792,-0.897312,1,0
1363,-0.250614,-1.10634,1,0
1364,-0.510129,-0.322657,0,1
1365,-0.442036,-0.768503,1,0
1366,1.33498,-1.16254,1,0
1367,0.802184,-1.32117,1,0
1368,0.0834624,-1.4638,1,0
1369,-1.12793,-0.846276,0,1
1370,-1.08899,-0.668239,0,1
1371,-0.0701423,-1.29065,1,0
1372,-1.32202,-0.957787,0,1
1373,-1.28813,-0.860359,0,1
1374,0.461894,-0.699874,0,1
1375,-0.412734,-0.855301,1,0
1376,-0.555365,-0.160038,0,1
1377,-0.805879,-0.414151,0,1
1378,0.278522,-1.45485,1,0
1379,0.234163,-1.48235,1,0
1380,-0.210374,-1.25701,1,0
1381,-0.487564,-0.75747,1,0
1382,0.108395,-0.577661,0,1
1383,0.315941,-0.687566,0,1
1384,0.204108,-1.49783,1,0
1385,0.411544,-0.927242,0,1
1386,0.115193,-1.38406,1,0
1387,0.0794549,-0.439466,0,1
1388,-0.413914,-0.34924,0,1
1389,-0.00923148,-0.277553,0,1
1390,-0.520334,-0.34806,0,1
1391,-0.440241,-0.249656,0,1
1392,-1.18541,-0.511587,0,1
1393,0.468334,-1.44651,1,0
1394,0.409305,-1.49671,1,0
1395,-1.21592,-0.731828,0,1
1396,0.675505,-1.51219,1,0
1397,1.13497,-1.14962,1,0
1398,-1.01886,-0.396152,0,1
1399,0.384434,-0.905068,0,1
1400,0.510407,-1.0796,0,1
1401,0.701738,-1.543,1,0
1402,0.297547,-1.45337,1,0
1403,-0.833037,-0.39487,0,1
1404,-0.520295,-0.301894,0,1
1405,0.187385,-0.619848,0,1
1406,-0.460947,-0.756956,1,0
1407,0.0770011,-0.62728,0,1
1408,-0.331108,-0.850397,1,0
1409,0.121134,-1.35119,1,0
1410,-0.210731,-1.13359,1,0
1411,-0.338022,-0.293245,0,1
1412,-1.26333,-0.969508,0,1
1413,-0.189843,-0.284102,0,1
1414,0.0371141,-1.37694,1,0
1415,0.908055,-1.18264,1,0
1416,-0.656931,-0.174365,0,1
1417,1.37337,-0.750474,1,0
1418,-0.328599,-0.863674,1,0
1419,-0.0202143,-0.345857,0,1
1420,0.0537253,-1.44734,1,0
1421,0.0878638,-0.558953,0,1
1422,0.268632,-0.62009,0,1
1423,-1.3469,-0.988173,0,1
1424,-0.493803,-0.302875,0,1
1425,-1.28456,-0.970712,0,1
1426,0.409692,-1.44195,1,0
1427,-1.08586,-0.53584,0,1
1428,1.37414,-1.00663,1,0
1429,0.150652,-1.39106,1,0
1430,0.119935,-1.40514,1,0
1431,1.25257,-0.990085,1,0
1432,0.338719,-1.49452,1,0
1433,0.109401,-0.438505,0,1
1434,0.32641,-0.960087,0,1
1435,-0.389234,-0.773527,1,0
1436,-0.807963,-0.447521,0,1
1437,1.3303,-0.891972,1,0
1438,1.20022,-1.00321,1,0
1439,0.297215,-0.797026,0,1
1440,1.13422,-1.1415,1,0
1441,-0.298957,-1.24237,1,0
1442,-1.00954,-0.549525,0,1
1443,1.23314,-1.06836,1,0
1444,-0.328665,-0.783821,1,0
1445,0.129671,-0.490308,0,1
1446,0.510568,-1.03104,0,1
1447,-0.186848,-0.305472,0,1
1448,-1.18505,-0.712316,0,1
1449,-0.346442,-0.320012,0,1
1450,1.01196,-1.3694,1,0
1451,0.148133,-0.598831,0,1
1452,-0.378872,-0.99834,1,0
1453,0.453155,-0.881825,0,1
1454,-1.22714,-0.6722,0,1
1455,0.668515,-1.4472,1,0
1456,-0.38315,-1.05484,1,0
1457,0.970618,-1.2991,1,0
1458,-0.912207,-0.600648,0,1
1459,1.28933,-0.89357,1,0
1460,-1.29669,-0.854138,0,1
1461,-0.155992,-1.36305,1,0
1462,0.245792,-0.50905,0,1
1463,-0.0347765,-1.38941,1,0
1464,-1.17732,-0.936557,0,1
1465,-0.722302,-0.423334,0,1
1466,0.138536,-1.63496,1,-1
1467,-0.725997,-0.295951,0,1
1468,-0.385573,-0.916961,1,0
1469,-1.17123,-1.08311,0,1
1470,0.0459176,-0.355528,0,1
1471,0.574931,-0.990634,0,1
1472,1.13753,-1.16312,1,0
1473,-0.681327,-0.300476,0,1
1474,0.558137,-1.45582,1,0
1475,-0.0374778,-0.37981,0,1
1476,-0.0624176,-1.18839,1,0
1477,0.780956,-1.40056,1,0
1478,-0.34619,-0.2992,0,1
1479,-0.453987,-0.849076,1,0
1480,1.13914,-1.0525,1,0
1481,-0.280009,-0.460861,0,1
1482,-0.503102,-0.792466,1,0
1483,1.06438,-1.22685,1,0
1484,0.399926,-0.676034,0,1
1485,-0.364334,-1.00769,1,0
1486,0.348085,-1.48624,1,0
1487,1.13343,-1.0226,1,0
1488,0.371631,-0.752203,0,1
1489,1.364,-0.798666,1,0
1490,-0.308636,-0.341799,0,1
1491,0.974689,-1.31125,1,0
1492,-0.807031,-0.316595,0,1
1493,0.223755,-0.74451,0,1
1494,0.100247,-1.38883,1,0
1495,0.255879,-1.46732,1,0
1496,0.470351,-1.5107,1,0
1497,1.12932,-1.19841,1,0
1498,-0.335904,-1.08075,1,0
1499,1.20317,-0.838562,1,0
1500,0.588035,-1.508,1,0
1501,1.17703,1.23204,3,-1
1502,-0.489036,0.987896,2,-1
1503,-1.84576,0.794199,2,-1
1504,-1.20868,1.25605,2,2
1505,-1.36676,1.30717,2,2
1506,-0.878092,1.15926,2,2
1507,-1.47223,0.806253,2,2
1508,1.50673,0.422078,3,3
1509,1.24716,0.579661,3,3
1510,1.25966,0.887802,3,3
1511,-1.63807,1.02255,2,2
1512,1.40915,1.18006,3,3
1513,1.83415,0.727888,3,-1
1514,-0.651174,0.649591,2,-1
1515,0.327786,0.300371,3,-1
1516,-1.48363,0.978861,2,2
1517,0.82667,0.589137,3,3
1518,-0.981371,1.33544,2,2
1519,-1.31875,1.05805,2,2
1520,-1.7958,0.90692,2,-1
1521,-0.899912,1.53082,2,2
1522,-2.28749,2.0337,2,-1
1523,-1.04778,0.435176,2,2
1524,0.933126,0.744108,3,3
1525,-0.777199,0.725977,2,2
1526,-1.11944,0.800327,2,2
1527,1.2995,0.692676,3,3
1528,-1.55098,0.507105,2,-1
1529,-1.12216,0.921601,2,2
1530,-1.36924,0.81023,2,2
1531,-1.59901,1.27374,2,2
1532,-1.22962,1.14268,2,2
1533,1.55343,0.505168,3,3
1534,-1.45399,1.43594,2,2
1535,0.964695,0.663662,3,3
1536,-1.16955,1.17904,2,2
1537,1.22791,1.4153,3,-1
1538,-1.00679,1.02764,2,2
1539,0.633723,0.122434,3,-1
1540,-1.42252,0.722691,2,2
1541,1.04766,0.420424,3,3
1542,0.733405,0.860739,3,3
1543,1.46346,0.0128806,3,-1
1544,-1.23226,1.793,2,-1
1545,-1.29342,1.17278,2,2
1546,0.85194,1.03081,3,3
1547,1.22037,1.21324,3,3
1548,1.28651,0.584272,3,3
1549,-1.46062,1.83008,2,-1
1550,-0.618854,0.886753,2,2
1551,-0.916674,0.843319,2,2
1552,1.3432,1.19522,3,3
1553,-1.51236,1.27763,2,2
1554,-1.46595,2.01769,2,-1
1555,-1.79223,0.7585,2,-1
1556,0.565837,1.17805,3,-1
1557,-0.870032,0.725531,2,2
1558,-1.85987,1.33354,2,-1
1559,0.368036,1.16852,3,-1
1560,0.811554,0.875003,3,3
