index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,component_0,component_1,component_2,component_3,component_4,reconstructed_0,reconstructed_1,reconstructed_2,reconstructed_3,reconstructed_4,reconstructed_5,reconstructed_6,reconstructed_7,reconstructed_8,reconstructed_9,reconstructed_10,reconstructed_11,reconstructed_12,reconstructed_13,reconstructed_14,reconstructed_15,reconstructed_16,reconstructed_17,reconstructed_18,reconstructed_19
1279,0,0,0,0,0,0,0,0,0,0,0,0,-1.69925,0,0,0,0,0,0.128055,0,-9.4627e-07,-0.000684128,5.78862e-05,2.74491e-07,3.16703e-06,-0.0246514,0.00132105,0.0329817,-0.00325788,0.0106519,0.0110072,0.00407731,0.00135853,-0.0109923,-0.0223217,0.00309456,0.00447271,-1.70106,0.0460149,-0.00464967,0.0154916,-0.0125464,-0.0173374,0.150626,-0.0139512
1280,0,0.916386,-0.654653,-0.357444,0,0,0,0,0,0,0,0,0,0.548654,0,0,0,1.38066,0,0,-3.45722e-06,-6.1803e-07,-5.56335e-06,0.000394846,3.91828e-06,0.00738987,0.916386,-0.00229603,-0.0189212,-0.00615663,0.00064876,0.000954593,-0.00171583,0.00525601,0.00641614,-0.000978974,-0.00785984,-0.00292516,-0.00441489,-0.0163787,0.018315,-0.0114116,0.00243511,-0.0261636,0.00766168
1281,0,0,0,0,0.080471,0,-0.871704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,0,0,0,0,0,0.758804,0,-0.326838,0.263268,0,0,0,0,-0.485724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,0,0,0,0,0,0,0,0,0.0678119,0,-0.509924,0,0,0,0,0,0,0,-0.00587576,0,9.63015e-09,1.7054e-08,-2.44444e-06,3.32524e-08,-1.79079e-08,5.62605e-05,0.000156381,-2.15999e-05,-5.05242e-05,-4.66592e-06,-6.51914e-05,1.47148e-05,4.67077e-05,-8.00424e-06,-4.32829e-06,-3.2334e-05,-7.15215e-05,8.34458e-05,-3.24573e-06,4.5813e-05,-8.51252e-05,-6.64901e-05,-4.09503e-05,-0.00587576,-2.99337e-05
1284,0,0,0.934277,-0.489256,0,0,1.05959,0,0,0,-0.254475,-0.977371,0.685245,0,0,0.157885,0,0,0,-1.09663,7.76496e-07,0.000275456,-1.37496e-06,2.3169e-07,6.48437e-05,0.0107334,0.00105929,-0.0134746,0.00174364,-0.00224873,-0.00353742,-0.00115538,0.000307089,0.00790931,0.00775437,0.000257164,-0.00392588,0.683878,-0.0184228,0.00377753,0.152386,0.00578122,0.00765911,-0.00679543,0.00652452
1285,0,0,0,1.1425,0.715944,0,0,0,0,-0.179643,1.32131,0.299417,0,0,0,0,1.16362,0,0,1.24852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,0,0,0,0,0,1.68968,0,0,0,0,0,0,0,0,0,1.6666,0,0,0,0,5.06187e-06,-2.93639e-06,5.12236e-06,6.69896e-06,0.000696296,0.0135831,0.0313126,-0.00384321,-0.000149743,0.0211728,0.00346723,0.00652533,0.0133576,0.0359548,-0.0135666,0.0128878,-0.0290366,-0.0144203,0.0011061,0.0243323,1.6666,0.00144981,0.00324774,0.0243492,0.00670755
1287,0,0,0,0,0,0,0,-1.35518,0,0.0384144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,0,0,-1.5302,0,0,0,0,0,-0.950543,0,0,0,0,-0.253652,0,0,0,-0.505869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,0,1.04896,0,0,-0.925095,0,1.07259,0,0,0,0,0,0,-0.886672,-1.28818,0,0,0,0,0,-0.000529247,-1.28078e-06,-4.34011e-06,0.000456319,7.58319e-07,0.00964519,1.06958,0.00541549,-0.0104235,-0.0174992,-0.012053,-0.00967388,-0.0169215,0.00871611,-0.00791698,0.00747013,0.00240499,-0.00619112,-0.00389219,-1.30693,0.00304988,0.00248064,-0.0262563,-0.0203006,-0.0115467
1290,0,0,0.0306956,0,0,0,0,0,0,0,1.73802,0,1.29253,0.660644,-0.546945,0,0,0,0,0,-0.000222471,0.000519856,-2.64773e-06,1.08768e-06,-3.69449e-06,0.0183221,0.00515631,-0.0213142,0.0080859,-0.0124628,-0.0127248,-0.00791668,-0.00815841,0.00964024,0.010571,0.00182965,0.00262457,1.29132,-0.0344543,-0.544168,-0.0179789,0.0172451,0.00153497,-0.0130723,0.00248196
1291,0,0,0,0,0,0,-1.69508,0,0,0,0.951034,0,0,-0.160484,0,0,-1.5727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,-0.0935213,0,0.829079,0,0,0,0,0,0,1.16356,0,0,0.271568,0,0,0,0,0,0.171876,0,-1.6401e-07,0.000108777,7.07667e-05,-1.13237e-06,8.00649e-08,0.00209804,-0.00533021,-0.00456396,0.00217456,-0.00154962,0.00037488,-0.00113331,-0.00174608,0.00201877,0.00370907,0.000563881,0.00162642,0.269127,-0.0072477,-0.00075658,0.000310735,0.00418166,0.0041113,0.168269,0.0032095
1293,0,-0.848322,0,0,-1.0357,0.580467,0.818286,0,-1.12104,-1.16608,0,0,0,0,0,0,0,-1.59636,0,1.22124,3.20044e-06,5.72126e-07,5.15014e-06,-0.000365519,-3.62725e-06,-0.006841,-0.848322,0.00212549,0.0175158,0.00569936,-0.000600574,-0.000883691,0.00158838,-0.00486563,-0.00593959,0.000906261,0.00727606,0.00270789,0.00408697,0.0151622,-0.0169547,0.010564,-0.00225425,0.0242204,-0.00709262
1294,0,0,1.69785,0,0,0,0,-1.07676,0,0,-0.682452,0,-1.58326,0,0,1.07545,0,0,0,1.71182,2.58027e-06,-0.00063898,7.6035e-06,5.25379e-06,0.000451904,-0.0130613,0.0246122,0.0278118,-0.00415809,0.0234928,0.0111695,0.00830857,0.0108339,0.0127969,-0.0296405,0.0105432,-0.0160221,-1.59257,0.0435219,0.0122995,1.08815,-0.0121046,-0.0148898,0.0367429,-0.00927841
1295,0,-0.691339,1.17252,0,0,0,0.0711577,-0.382608,0.400749,0,0,1.11864,0,0,0,0,-0.830156,0,0,0,2.6082e-06,4.66254e-07,4.1971e-06,-0.000297879,-2.95603e-06,-0.00557506,-0.691339,0.00173217,0.0142745,0.00464468,-0.000489437,-0.000720163,0.00129445,-0.00396524,-0.00484046,0.000738557,0.00592962,0.0022068,0.00333068,0.0123564,-0.0138172,0.00860914,-0.0018371,0.0197384,-0.00578012
1296,0,0,-1.575,0,0,0,0,1.3992,-0.00233903,0,-0.702523,-0.851599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,0.544628,0,-0.448549,0,0,0,0,-1.41726,1.41747,0.908508,0,0,-0.512937,0,0,0,0,0,0,0,-2.22289e-07,-0.0002064,1.39246e-06,3.01615e-07,8.38194e-07,-0.0070712,0.00142755,0.0098138,-0.00131581,0.00318471,0.00289379,0.00132759,0.000717362,-0.00337081,-0.00676655,0.000721414,0.000879622,-0.512937,0.0138688,-0.00110217,0.0041163,-0.0042247,-0.00550288,0.00681337,-0.00440825
1298,0,1.34901,0,0,0,0,0,-1.08216,0,0,1.10051,0,0,0.430136,0.764509,0,0,0,0,0,0.000306658,-5.69533e-07,-9.39341e-06,0.000578668,7.97987e-06,0.0101746,1.33677,-0.00815373,-0.0345215,-0.00286016,0.00854895,0.00779498,0.00635109,0.00613513,0.0185024,-0.00653956,-0.0183372,-0.00261898,-0.00718839,0.740398,0.0375934,-0.0260235,0.0208215,-0.0442413,0.0233363
1299,0,0,0,-0.0101882,1.60772,0,0,-0.812835,0,0,0.537206,0,0,0,1.65408,0,0,0,0,0.280426,0.000674492,7.36192e-07,-2.60414e-06,-5.58784e-06,4.78537e-06,-0.00152317,-0.0264726,-0.0103284,-0.0144262,0.0134207,0.0164301,0.0138247,0.019206,-0.00346653,0.0195962,-0.0110308,-0.0146405,0.00365024,-0.00149127,1.65408,0.0230032,-0.019958,0.0372932,-0.0123885,0.0260875
1300,0,-1.31585,0,0,0,0,0,0,0,1.34211,0,0,-0.0912916,0,0,0,0,1.38733,0,0,4.92472e-06,-3.58472e-05,8.23634e-06,-0.000566911,-5.47714e-06,-0.0118698,-1.3156,0.00504355,0.0269351,0.00940722,-0.000416533,-0.00113443,0.00259146,-0.00814713,-0.0104173,0.00153412,0.0114426,-0.0870913,0.00880774,0.0233223,-0.0255662,0.0156342,-0.00447601,0.0387814,-0.0117861
1301,0,0,0,0,-1.32732,0,0,0,-1.47252,-0.990072,0.152082,0,0,0,0,0.0593318,0,0,-0.132739,0.814517,3.97759e-07,2.80729e-07,-5.50397e-05,9.89688e-07,2.4384e-05,0.00175454,0.00464754,-0.000624781,-0.00114672,0.000648354,-0.0013493,0.000564727,0.00153071,0.00109919,-0.000580758,-0.000271644,-0.00264946,0.00137175,-3.39462e-05,0.0019012,0.0574088,-0.00145046,-0.000809485,-0.131872,-0.000437438
1302,0,0,0,-0.7133,0.0277892,-1.24695,-0.218478,-0.127162,0,0.764079,0,0,0,-1.69857,0,0.534981,1.43611,1.38021,0,0,1.62487e-06,-9.42585e-07,1.64429e-06,2.15038e-06,0.000223512,0.0043602,0.0100514,-0.00123368,-4.80678e-05,0.00679649,0.00111299,0.00209464,0.00428782,0.0115415,-0.0043549,0.00413699,-0.0093208,-0.00462896,0.000355061,0.00781072,0.534981,0.000465392,0.00104253,0.00781613,0.00215314
1303,0,0,0,0.445717,0,0,0,0,0.705175,0,0.480346,-1.32964,0,0,0,0,-0.208706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,0,0,0.17104,0,-0.15662,-0.422162,0,0,0,0,0,-1.44546,1.55721,1.06465,0,0,0,-0.606367,0,-1.66848,6.7484e-07,0.000626603,-4.22735e-06,-9.15664e-07,-2.54465e-06,0.0214673,-0.00433387,-0.0297934,0.00399464,-0.00966836,-0.00878518,-0.00403038,-0.00217782,0.0102333,0.0205424,-0.00219012,-0.00267042,1.55721,-0.0421038,0.00334604,-0.0124966,0.0128256,0.016706,-0.0206845,0.0133829
1305,0,0,0,-0.907918,0.0592316,-1.16102,0,0,0,0.850994,0,0,0,0,0,0,-0.907501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,0.00141621,0,1.63499,0,-1.23551,0,0,0,0,0,0,0,0,0,0,-0.817244,0,0,0,-1.22188,-2.48217e-06,1.4399e-06,-2.51183e-06,-3.28495e-06,-0.00034144,-0.00666069,-0.0153547,0.00188458,7.3429e-05,-0.0103824,-0.00170021,-0.0031998,-0.00655012,-0.017631,0.0066526,-0.00631972,0.0142386,0.00707125,-0.000542396,-0.0119318,-0.817244,-0.000710938,-0.00159258,-0.01194,-0.00328916
1307,0,0,0,0,0,0,0,0,0,0.879656,0,0,0,0,0.548305,0,0,0,0.35226,0,0.000223008,-7.78375e-07,0.000145684,-3.84583e-06,2.65989e-06,-0.00387781,-0.0181506,-0.00212879,-0.00175309,0.00472851,0.00935467,0.00370053,0.00356634,-0.000669245,0.00675536,-0.00171811,-0.000565313,-0.00379269,-0.00029975,0.545558,0.0127286,-0.00262965,0.0148172,0.348154,0.0104423
1308,0,0,0,-1.28295,0,0,-0.262864,0,-0.672747,-1.12783,0,0,0,1.18339,1.63385,0,0,0,0,0,0.000666243,7.27189e-07,-2.57229e-06,-5.51951e-06,4.72685e-06,-0.00150454,-0.0261488,-0.0102021,-0.0142498,0.0132565,0.0162291,0.0136556,0.0189711,-0.00342414,0.0193565,-0.0108959,-0.0144614,0.0036056,-0.00147303,1.63385,0.0227219,-0.0197139,0.0368371,-0.012237,0.0257685
1309,0.939067,0,0,0,0,0,0,0,0,-0.0818272,0,-0.235317,0,0,0,0,-0.108731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,0,0,0,0.359538,0,0,0,0,0.608143,0,0,0,0,0,0,0,0,0,0.468831,0,-7.68396e-07,-1.36075e-06,0.000195043,-2.65323e-06,1.42888e-06,-0.00448906,-0.0124777,0.00172347,0.00403136,0.000372297,0.00520167,-0.0011741,-0.00372684,0.000638663,0.000345357,0.00257995,0.00570675,-0.00665819,0.000258979,-0.00365545,0.00679219,0.00530528,0.00326745,0.468831,0.00238843
1311,0,0,0.810062,0,0,-0.353533,0,0,0,0,0,0,0,0,0.443845,0.557122,0,0,0,0,0.000182681,-7.8405e-07,1.01356e-06,7.39968e-07,0.000234047,0.00413193,0.00336391,-0.00405619,-0.00392109,0.010679,0.00556779,0.00589097,0.00961889,0.011089,0.000723175,0.00134826,-0.0136351,-0.00384105,-3.04021e-05,0.451979,0.563295,-0.00487076,0.0110927,0.00481535,0.00924241
1312,0,-1.08136,0,0.0578004,0,0,-0.531871,0,0,0,0,0,0,0,0,-1.39514,0,0,0,0,-1.57768e-07,3.18739e-06,2.27688e-06,-0.000471536,-0.000587506,-0.0200909,-1.10757,0.0059266,0.0224529,-0.0104591,-0.00366804,-0.00658892,-0.00915718,-0.0363006,0.00378562,-0.00963336,0.0335819,0.0155233,0.00428375,-0.00104174,-1.41675,0.0122523,-0.00559224,0.0104907,-0.014656
1313,0,0,0,0,0,-0.671468,0,-1.19098,-1.66682,0,0,0,-1.69387,0,-0.902571,-0.662958,0,0,0,0,-0.000370794,-0.000680827,3.98169e-06,1.38032e-06,-0.000276824,-0.0279233,0.00670348,0.0395727,0.00358621,-0.00522865,-0.000788364,-0.00575528,-0.0134246,-0.0235423,-0.0276414,0.00327483,0.0224441,-1.69013,0.0461726,-0.915889,-0.661917,-0.00363757,-0.0398136,0.0195739,-0.0314606
1314,0,0,0,0,0,0,0,-0.0482644,1.12559,0,-1.37524,0,0.903757,0,0,0,0,0,0,1.38249,3.91656e-07,0.000363661,-2.45342e-06,-5.31423e-07,-1.47684e-06,0.0124589,-0.00251525,-0.0172912,0.00231836,-0.00561122,-0.00509865,-0.00233911,-0.00126394,0.00593912,0.0119222,-0.00127108,-0.00154983,0.903757,-0.0244357,0.00194194,-0.00725262,0.0074436,0.00969567,-0.0120047,0.00776701
1315,0,0,0,0,0,0,0,0,0,-0.141941,0,1.12621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,0,0,1.21652,0,0,0,0,0,0,0,-1.55638,0,0,0,0,0,0,0.705257,-0.119668,0,1.96131e-07,3.47328e-07,-4.97843e-05,6.77229e-07,-3.64718e-07,0.00114582,0.00318491,-0.00043991,-0.00102899,-9.50277e-05,-0.00132771,0.000299687,0.000951265,-0.000163017,-8.81515e-05,-0.000658525,-0.00145663,0.00169949,-6.61037e-05,0.000933044,-0.00173369,-0.00135416,-0.000834009,-0.119668,-0.000609641
1317,0.0495571,-0.555607,0,1.50983,-1.5749,0,0,0,0,0,0,0,0,-1.51153,0,-1.12807,0,0,1.65937,0,-4.04977e-06,-2.45396e-06,0.00069024,-0.000253321,-0.000468622,-0.029563,-0.620965,0.0100935,0.0258419,-0.00928077,0.0156705,-0.0091512,-0.0211918,-0.0252631,0.00651509,0.00100163,0.0446179,-0.0120317,0.00284469,-0.0194775,-1.11514,0.024715,0.00789007,1.65876,-0.000731857
1318,0,0,1.16904,0,0,0,0,0,1.35372,1.24955,0,-1.35906,0,0,0,0,0,0,0,0.841338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,0,0,0,0,0,-1.10778,0,0,0.655324,0,0,0.128067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,0,0,0,1.40469,0,0,0,0,0,0,-0.154162,-1.70331,0,0,0,1.41646,0,0,0,0,4.30213e-06,-2.49566e-06,4.35354e-06,5.69351e-06,0.000591789,0.0115444,0.0266129,-0.00326638,-0.000127268,0.0179949,0.00294683,0.00554594,0.0113528,0.0305583,-0.0115304,0.0109534,-0.0246785,-0.012256,0.000940087,0.0206803,1.41646,0.00123221,0.00276029,0.0206946,0.00570081
1321,0.0251369,-1.39772,-0.816493,0,0,0,-0.675723,0,0,0,0,0,0,0,1.1923,0,0,0,-1.08177,0,0.000493235,4.61309e-06,-0.000443431,-0.000600144,-5.82392e-06,-0.00201136,-1.38801,-0.00791963,0.00915892,0.0182053,-0.00114858,0.0112183,0.0250604,-0.0119891,0.00354228,-0.012411,-0.0117326,0.0224558,0.0050613,1.22571,-0.0270259,-0.00922197,0.0156284,-1.0508,0.00160751
1322,0,0,0,0,-1.63501,0,0,0,0,0,0,-1.58465,-0.838219,0,0,0,0,0,-0.73272,0,8.37645e-07,-0.000335163,-0.000302551,4.63953e-06,-8.6341e-07,-0.00453965,0.0218339,0.0133437,-0.00845072,0.00462246,-0.0034006,0.00400445,0.00699683,-0.00650658,-0.0115974,-0.00285321,-0.00748145,-0.827814,0.022259,0.00391187,-0.00388861,-0.0151953,-0.0140992,-0.721586,-0.0109366
1323,0,0,0,0,0,0,0,0.057276,0.403639,0,0,0.49086,0,0,0,0,1.03866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,0,0,0,0.24465,0,0,0,-0.52321,0,0,0,0,0,1.0335,0,0,0,0,-1.36042,0,2.22968e-06,3.94853e-06,-0.000565962,7.69895e-06,-4.14622e-06,0.013026,0.036207,-0.00500103,-0.0116979,-0.0010803,-0.0150938,0.00340693,0.0108143,-0.00185323,-0.00100213,-0.00748631,-0.0165594,0.0193203,-0.000751487,0.0106071,-0.0197091,-0.0153945,-0.00948126,-1.36042,-0.00693058
1325,0,0.459075,0,0,0,0,0,1.40442,0,0,0,0,0,1.22386,0,0,0,0,0,1.22869,-1.73194e-06,-3.09609e-07,-2.78703e-06,0.000197803,1.96291e-06,0.00370205,0.459075,-0.00115022,-0.0094788,-0.00308424,0.000325004,0.000478215,-0.000859564,0.00263306,0.00321424,-0.000490429,-0.00393748,-0.00146539,-0.00221169,-0.0082051,0.00917513,-0.00571678,0.0012199,-0.013107,0.00383821
1326,0,0,0,0,1.59626,0,-0.321482,0,0,0,0,0,0,0,-0.00432666,0,0,0,-1.5452,-1.64264,7.68221e-07,4.48292e-06,-0.000642829,8.75929e-06,-4.72191e-06,0.0147993,0.0411942,-0.00565329,-0.0132491,-0.00126214,-0.0171869,0.00383352,0.0122329,-0.00209588,-0.00118951,-0.0084743,-0.0187704,0.0219349,-0.000849658,0.00772119,-0.0224463,-0.0174333,-0.0108666,-1.54517,-0.00794018
1327,0,0,0,0,0,0,0,0,0,0,0,0,-0.417175,0,0,0,0,0,-0.236597,-1.71381,2.06985e-07,-0.000167179,-9.72968e-05,1.58427e-06,-3.93824e-08,-0.00348563,0.00745798,0.00711187,-0.0031046,0.00240226,-0.000271504,0.00167225,0.0024642,-0.0030638,-0.00567756,-0.000715251,-0.00216453,-0.413815,0.0111489,0.000948337,-7.98963e-05,-0.0061133,-0.00612446,-0.231056,-0.00479059
1328,0,-1.59531,0,1.43092,0,-1.02953,0,1.41467,0,0,0,-0.316503,0,0,0,0,0,-1.38312,0,-0.975135,6.01856e-06,1.07591e-06,9.68505e-06,-0.000687373,-6.8212e-06,-0.0128648,-1.59531,0.00399708,0.0329393,0.0107179,-0.0011294,-0.00166182,0.00298702,-0.00915002,-0.0111696,0.00170426,0.0136829,0.00509231,0.00768573,0.0285131,-0.031884,0.0198661,-0.00423921,0.0455474,-0.013338
1329,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.702765,0,0,-0.319713,1.15572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,0,1.51598,0,0.661716,0,0,0,0,0,0,0,0.811767,0,0,0,0,0,0,0,0,-5.71928e-06,-1.02241e-06,-9.20346e-06,0.000653193,6.48201e-06,0.0122251,1.51598,-0.00379832,-0.0313013,-0.0101849,0.00107324,0.00157918,-0.00283849,0.00869502,0.0106142,-0.00161952,-0.0130025,-0.00483909,-0.00730355,-0.0270953,0.0302985,-0.0188782,0.00402841,-0.0432825,0.0126747
1331,0,-1.65262,0,0,0.700475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.649478,6.23481e-06,1.11456e-06,1.0033e-05,-0.00071207,-7.06628e-06,-0.013327,-1.65262,0.00414069,0.0341228,0.011103,-0.00116998,-0.00172153,0.00309435,-0.00947877,-0.011571,0.0017655,0.0141746,0.00527527,0.00796187,0.0295376,-0.0330296,0.0205799,-0.00439152,0.0471839,-0.0138172
1332,0.816897,0,0.723141,0,0,0,0,0,0,0,0,0.632532,0,0,-0.109352,0,-0.401749,0,0,1.25844,-4.45912e-05,-4.86702e-08,1.72162e-07,3.69417e-07,-3.16365e-07,0.000100698,0.00175012,0.000682818,0.000953726,-0.000887251,-0.0010862,-0.000913962,-0.00126972,0.000229175,-0.00129552,0.000729257,0.000967894,-0.00024132,9.85889e-05,-0.109352,-0.00152076,0.00131944,-0.00246548,0.000819015,-0.00172467
1333,-0.829278,0,0,0.569325,0,0,0,0,0,0,-0.989008,-1.25778,0,0,0,0,0,-1.09535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,0,0.724339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107677,0,0,0,-2.73269e-06,-4.88509e-07,-4.39744e-06,0.000312098,3.09712e-06,0.00584117,0.724339,-0.00181485,-0.0149559,-0.00486639,0.000512799,0.000754539,-0.00135624,0.00415451,0.00507151,-0.00077381,-0.00621265,-0.00231213,-0.00348966,-0.0129462,0.0144767,-0.00902007,0.00192479,-0.0206805,0.00605602
1335,0,0,0,-0.376606,0,0,0.517856,0,-0.756085,0,0,-0.522031,0,0,0,0,0,0.543609,1.47317,0,-2.41447e-06,-4.27579e-06,0.00061287,-8.33705e-06,4.48987e-06,-0.0141056,-0.0392079,0.00541553,0.0126675,0.00116984,0.0163448,-0.0036893,-0.0117106,0.00200683,0.00108519,0.00810679,0.0179319,-0.0209216,0.000813771,-0.0114863,0.0213426,0.0166704,0.0102671,1.47317,0.007505
1336,-0.55925,-1.47716,0,0,1.00929,-1.39099,-1.01475,0,0,0,0,0,0,-0.0840006,0,0.351977,0,0,0,0.170896,6.64189e-06,3.7608e-07,1.00496e-05,-0.000635054,0.000140738,-0.00904337,-1.47055,0.0028894,0.0304683,0.0143957,-0.000313504,-0.000160634,0.00558687,-0.000878939,-0.0132076,0.00429987,0.00653724,0.00166969,0.00735015,0.0315404,0.322454,0.0187011,-0.00323936,0.0473167,-0.0109336
1337,-1.44937,0,0,0,0,0,-1.36383,0,0,0,0,0,0,0,-0.932745,0,0,0,0.151043,-0.811312,-0.000380598,-8.53537e-07,6.43056e-05,2.29623e-06,-2.23816e-06,-0.000587313,0.0109081,0.0063795,0.0094338,-0.00744806,-0.0075892,-0.0081741,-0.0120311,0.00216056,-0.0109391,0.00705154,0.0100944,-0.00420346,0.000924371,-0.933922,-0.0107834,0.0129637,-0.0199772,0.158029,-0.0139415
1338,-0.930095,0,0,0,1.44584,0,0,0,0,0.501527,0,0,1.63723,0,0,0,0,0.944815,0,0,7.09518e-07,0.000658802,-4.44457e-06,-9.62717e-07,-2.67541e-06,0.0225704,-0.00455658,-0.0313244,0.00419991,-0.0101652,-0.00923662,-0.00423749,-0.00228973,0.0107592,0.021598,-0.00230266,-0.00280764,1.63723,-0.0442674,0.00351798,-0.0131387,0.0134847,0.0175645,-0.0217474,0.0140706
1339,0.280761,0,0,0,0,0,0,0,0,0,0,0,1.35603,0,0,0.159289,0,0,0,0,1.07146e-06,0.00054537,-3.19162e-06,-1.57098e-07,6.43343e-05,0.0199921,-0.000781194,-0.0263117,0.00346425,-0.00639565,-0.00731881,-0.00288601,-0.000619777,0.0123477,0.0165918,-0.000675396,-0.00510067,1.35465,-0.0365586,0.00523938,0.148407,0.0113072,0.0148582,-0.015685,0.012295
1340,0,0,0,0,0,0,0.0907828,0,0,0,0,0,0,0,0,0,0,0,-1.64633,-0.635683,2.69827e-06,4.77836e-06,-0.000684906,9.31696e-06,-5.0176e-06,0.0157636,0.0438163,-0.00605205,-0.0141564,-0.00130734,-0.0182659,0.00412294,0.013087,-0.0022427,-0.00121274,-0.00905964,-0.0200396,0.0233806,-0.00090942,0.0128363,-0.0238512,-0.0186298,-0.0114739,-1.64633,-0.00838712
1341,0,-0.155335,0,0,0,0,0,0,0,0,0,-0.27188,-0.996775,0,0,-0.910999,0,0,0,-0.402138,-2.61287e-06,-0.000399381,8.48981e-07,-7.00054e-05,-0.000379646,-0.0224187,-0.169677,0.0215609,0.00073218,-0.00434113,0.00361819,-0.00114884,-0.00561668,-0.027095,-0.00682104,-0.00547687,0.0189137,-0.988397,0.0270945,-0.0126661,-0.906104,-0.00706786,-0.0128816,0.00436541,-0.0135316
1342,0,0.704216,0,0,0,1.50043,0,0,0,0,0,0,-1.41919,0,0,0,0,0,-0.494078,0,-2.46203e-06,-0.000570107,-0.000205969,0.000307058,3.82437e-06,-0.00915487,0.721315,0.0235721,-0.0224294,0.00368789,0.0030233,0.00564407,0.00459376,-0.0059603,-0.014155,-0.00147519,-0.00962038,-1.41442,0.0347064,-0.0117837,0.0183056,-0.0260493,-0.0167974,-0.495332,-0.008826
1343,1.49378,0,1.61437,0,0,0,0,0.48381,0,0,0,-0.322824,0,0,0,0,0,0,0,-0.0355389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,0,0,0,-0.598996,0,0,1.44461,0,0,0.2882,0,-0.971495,0,1.61177,0,0,0,0.272365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,-1.32121,0,0,0,-0.336873,0,0,1.07953,0,0,0,-1.25269,0,0,0,0,0,0,1.5564,0,-2.55088e-06,-4.51735e-06,0.000647495,-8.80805e-06,4.74353e-06,-0.0149025,-0.041423,0.00572148,0.0133831,0.00123593,0.0172682,-0.00389773,-0.0123722,0.0021202,0.0011465,0.00856478,0.018945,-0.0221035,0.000859745,-0.0121352,0.0225484,0.0176122,0.0108471,1.5564,0.00792899
1346,0,0,0,0,-0.132036,0,0,0,0,0,-0.131133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,-0.104545,0,1.44522,0,0,-1.52723,0,0,0,0.319689,0,0,0,-0.775735,0,0,-1.15092,0,1.71103,0,-2.80431e-06,-4.96614e-06,0.000711822,-9.68311e-06,5.21479e-06,-0.0163831,-0.0455383,0.00628989,0.0147127,0.00135872,0.0189838,-0.00428496,-0.0136013,0.00233084,0.0012604,0.00941568,0.0208271,-0.0242995,0.000945159,-0.0133408,0.0247885,0.0193619,0.0119248,1.71103,0.00871672
1348,0.0252407,0,-0.22393,-1.04417,0,0,0,0,0,0,-0.261249,1.6903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
