index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,reconstructed_0,reconstructed_1,reconstructed_2,reconstructed_3,reconstructed_4,reconstructed_5,reconstructed_6,reconstructed_7,reconstructed_8,reconstructed_9,reconstructed_10,reconstructed_11,reconstructed_12,reconstructed_13,reconstructed_14,reconstructed_15,reconstructed_16,reconstructed_17,reconstructed_18,reconstructed_19
2249,0,0,0.190176,0,0,0,0,0,0,0,-1.58994,1.59623,0,0,0,0,0,0.769636,0,0,1.3198e-06,-5.45146e-08,-9.43943e-07,-1.76083e-07,7.71801e-05,-1.8342e-07,-1.28788e-06,2.63637e-07,9.32413e-07,-1.4503e-06,-0.00179189,-0.000879768,0.190176,-0.00636544,0.0065042,-0.000295984,-0.00445235,0.00466567,-0.00204586,-0.00697729,0.00185081,0.00378486,-0.00374097,-0.00288117,-0.00116084,-0.000777072,0.00146671,0.00162787,0.0012441,-0.00064121
2250,0,1.24925,0,0,0,-0.357678,0,0,0,0.403216,0,0,0,0,0,0,0,0,0,0,-1.58053e-07,-0.000152963,-7.26625e-07,3.58406e-06,-4.66373e-06,0.000539121,-8.90119e-06,-9.13443e-06,-2.29159e-06,0.000177277,0.00324918,1.25425,-0.0223471,-0.0425267,-0.000686397,-0.359156,-0.00288663,-0.0108079,0.00841815,0.424586,-0.000494859,-0.0213879,0.00625562,-0.0141197,-0.00916759,0.0166046,-0.014942,0.00302836,-0.0433168,0.00965142
2251,0,0,-1.52927,0,0,0,0,0.362684,0,1.41019,0,0,0,0,0,0,0,0,0,0,-6.04165e-06,-2.55193e-06,7.78919e-06,-2.5312e-06,-0.000630794,5.5417e-06,1.32365e-05,-2.64027e-06,0.000136133,0.000614404,-0.00930675,0.0257428,-1.57782,0.0651762,-0.030819,-0.0118279,0.0369429,0.303153,0.012369,1.46115,-0.0051753,-0.0595336,0.0497933,0.0112886,0.03102,-0.0120745,-0.00338915,-0.0248575,-0.012821,0.00146293
2252,0,0,0,0,-0.229906,-1.00812,0,0,0,-0.23326,0,-0.200755,0,0,0,0,0,0,-0.860139,0,-8.62785e-05,-0.000432147,-5.65645e-06,-3.7489e-06,-5.36293e-07,4.34189e-06,3.10158e-07,-0.000362818,2.81019e-06,-9.8599e-05,0.0223887,0.020574,-0.00245312,0.00114257,-0.197836,-1.01734,-0.0261805,0.0137832,0.00351177,-0.227048,-0.01071,-0.0064007,0.0102399,-0.00823591,-0.0119035,-0.0178811,-0.0203857,-0.0050621,-0.883972,-0.000590671
2253,0.173166,0,1.49289,0,-0.180647,-0.456585,0,0,-1.1637,0,-0.123946,0,0,0,-0.291013,-0.190922,0,0,0,0,-6.03358e-05,-0.00019422,-1.09622e-05,-8.24022e-05,0.000604955,-1.92254e-06,-8.17986e-06,-7.7801e-07,6.00468e-06,-1.01295e-05,-0.0100023,-0.00917478,1.48837,-0.0405687,-0.118501,-0.453931,-0.051404,0.0303119,-0.0181062,-0.0488195,0.0110736,0.0331411,-0.0246075,-0.0278818,-0.0167109,-0.203141,0.0081602,0.0113267,-0.00367587,-0.00507477
2254,0,0,-1.14044,0,0,1.7197,-0.439108,0,0,0,0,0,1.08114,-0.649152,0,0,0,0,1.33235,0,-2.29054e-05,0.000737992,-0.000178826,5.7621e-06,-0.000458914,-5.96162e-06,8.44939e-06,0.000561445,-8.13678e-06,5.14283e-06,-0.00987617,-0.0281198,-1.12236,0.0421904,-0.110595,1.73997,-0.379313,-0.0409967,0.00799449,0.0247986,0.00441439,0.00342938,0.00389166,0.0358368,0.0155872,0.0268542,0.0213449,-0.00272941,1.36665,0.00310903
2255,-1.0118,0.258634,0.568295,0,0,0,0,0,0,-1.00327,0,0.434213,0,0,0,0,0.674733,0,0,0,1.02352e-06,2.03272e-06,-3.95127e-06,4.21205e-06,0.000238864,0.00010775,-8.66802e-06,-1.23942e-06,5.76979e-06,-0.000433092,0.0171772,0.241816,0.607895,-0.0423658,0.00598153,0.00948879,-0.0187366,0.0285905,-0.00402981,-1.02042,-0.00175052,0.031559,-0.0260233,0.00142863,-0.0180956,0.0198578,-0.00845,0.0100492,-0.00570022,0.00608246
2256,0,0.0102854,0,0,0,-1.42656,0,0,0,-1.35521,0.937904,0,0,0,0.716971,0,0,0,0,0,7.48911e-06,-0.000605898,-8.80381e-06,3.77474e-06,1.19376e-05,-3.07194e-07,1.18538e-06,-7.6116e-06,4.53354e-06,-0.000577267,0.0350984,-0.0116672,0.0577102,0.005333,0.0364804,-1.41323,-0.0408463,0.0226193,0.00751749,-1.34114,-0.0149205,0.0260758,-0.0110386,0.00147259,-0.0317086,0.0177102,-0.0269915,0.0111405,-0.0357059,0.0125167
2257,0,0,0,0,-1.1869,0,0,0,0,0,0,0,0,0.594922,0,0,0,0.384413,0,0,-0.00047981,7.80244e-06,-6.33817e-06,-5.89158e-06,-8.17168e-06,3.0536e-06,2.89017e-06,-2.80133e-07,-4.90024e-06,-2.28453e-06,0.0217467,0.0143985,-0.0402714,0.0144784,-1.1869,0.037344,-0.0297059,-0.0242996,-0.000298576,-0.0104391,-0.00127661,0.00991405,0.00769628,-0.00463115,-0.00963597,-0.0286164,0.00794821,-0.0179064,-0.00124514,-0.00482365
2258,-0.223623,0,0.486814,-1.66323,-0.580012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205246,0,-0.00022699,9.53047e-06,2.19113e-08,-2.78156e-06,0.000205056,1.28865e-05,-0.000673922,8.04657e-05,2.30909e-06,-8.47499e-06,-0.0187617,0.0616688,0.523826,-1.66895,-0.542826,0.0454893,0.000360431,0.0119213,-0.0158313,-0.0408512,-0.0232979,0.00524854,-0.012401,-0.00579782,0.00604597,-0.0129176,0.018104,0.00414542,0.181011,0.0134867
2259,0.672437,0,0,0,-0.610389,0,0,-0.491315,0,0,0,0,-0.275525,0,0,0.369313,0,0,0,0,-0.000246867,4.37255e-06,-5.61507e-07,0.000149659,-7.00258e-06,3.42884e-06,2.40782e-06,2.56723e-06,-0.000201956,-1.02026e-06,0.00727399,0.0160374,-0.034508,0.0119824,-0.611152,0.0210464,-0.00251703,-0.497821,0.012135,-0.00435821,0.00216856,-0.00485971,0.0031992,-0.00751129,-0.00790403,0.346975,0.0113512,-0.00105179,0.0123245,-0.00691413
2260,-0.416502,0,0,-0.0492657,0.409965,0,0,-0.0621996,-0.10649,0,0,0,-0.645839,0,0,0,0,0,0,0.140988,0.000165589,-2.54097e-06,2.62591e-06,1.83392e-06,2.84521e-06,-6.21541e-07,-2.0811e-05,1.3518e-07,-2.3623e-05,8.5914e-07,-0.00906931,-0.00290655,0.0140031,-0.0536895,0.409267,-0.0121421,0.0123262,-0.0533577,0.000332771,0.00394794,-0.000408379,-0.00422508,-0.00269795,0.00102337,0.0030429,0.00892237,-0.0016198,0.00734446,0.000597227,0.00139822
2261,0,0,-0.384034,0,0,0,0,-0.518924,0,0,0,0,-1.24631,0,-1.21283,0.456021,0,0,0,0,-2.43587e-06,5.42381e-07,4.86193e-06,0.000189173,-0.000158876,2.59832e-06,3.57722e-06,2.53394e-06,-0.000212305,2.86474e-06,3.42404e-05,0.0121271,-0.398892,0.0176416,-0.0122429,0.00278652,0.0229716,-0.520948,0.018532,0.014091,-0.000245268,-0.0193025,0.00645866,0.000455074,-0.000287331,0.449541,0.00475789,0.00545192,0.0121404,-0.00311362
2262,-1.59613,0,0,0,0,0.880909,0,0,0,0,-1.25258,0,0,0,0,1.54885,0,0,0,0,1.75348e-06,0.000377115,6.89146e-06,0.00064767,-1.7969e-06,6.57185e-06,-2.81668e-06,9.03909e-06,5.04342e-06,-7.16038e-06,0.00830404,0.0306703,-0.00821349,-0.013957,0.00897469,0.88664,0.032036,0.0241957,0.0293051,-0.0336255,0.0153898,-0.024141,-0.0121891,0.00977841,0.0204697,1.55225,0.00966058,-0.000240565,0.0427387,0.00356977
2263,-0.450461,0.481843,0.848125,0,-1.6559,0,-1.14414,0,0,1.28096,0,0,0,0,1.63873,0,0,0,0,-0.222115,-0.000669287,2.18428e-06,-0.000510709,-1.35951e-05,0.000327975,0.00021438,1.8391e-06,-2.41171e-07,-1.57772e-06,0.000538831,0.00233746,0.513402,0.768129,0.00892157,-1.65428,0.0116801,-1.19663,-0.00853004,-0.00305412,1.23503,0.0176061,0.00961465,0.0149597,-0.0319539,-0.0173634,-0.0651131,0.0191412,-0.0128544,-0.0014956,-0.0173761
2264,0,0,-0.663567,0.346667,-0.893188,0,0,0,0,0,0,-1.16906,-1.14403,0,0,0,0,0,0,0,-0.000366527,5.03852e-06,-2.67445e-06,-3.80319e-06,-0.000277779,2.23136e-07,0.000146889,3.32592e-09,-7.56629e-06,4.1196e-06,0.0273766,0.000902261,-0.705396,0.379773,-0.920116,0.0242326,-0.0124999,-0.0377222,0.00915351,0.0202979,-0.00146103,-0.00328738,0.0199153,0.00577988,-0.0062268,-0.0188436,-0.000824702,-0.0206648,0.000310237,-0.00482436
2265,0,0,0,0.648928,0,-0.370303,0,0,0,0,0,0,-0.360776,0,0,0,0,0.291598,1.2486,0,1.44112e-06,-0.000154164,-5.39348e-06,3.52933e-06,-2.42989e-06,-1.22927e-05,0.000268013,0.000519657,-5.26896e-06,2.76136e-06,-0.00118006,-0.0585266,-0.012359,0.676029,0.00643782,-0.352266,-0.02508,-0.0255285,0.00771653,0.0130728,0.016826,0.0187403,-0.00459874,-0.00468054,-0.0143128,0.0165413,0.00763812,0.00754294,1.25057,0.000991946
2266,0,1.25576,0,1.34251,0,1.66931,0,0,0.70748,0,0,0,0,0.815145,1.6235,0,0,0,0,0,-1.91594e-05,0.00070885,4.2585e-06,6.80582e-06,-1.09203e-05,0.000530969,0.00052639,4.88161e-06,-3.73842e-06,3.47149e-06,0.0196247,1.20866,-0.0540325,1.26285,-0.0921714,1.65282,0.0192033,-0.0189002,0.00799444,0.0164295,0.0277399,0.00329032,-0.0075779,0.00687857,-0.00492979,0.0313333,-0.00579681,-0.00825283,0.023846,-0.00786525
2267,0,0,0.415456,0.602117,0,0,0,1.32336,0.240333,-0.557675,0,0,-1.11575,0,0,0,0,0,0,0,5.78622e-06,-9.17543e-07,-1.05031e-05,5.8923e-06,0.000175855,-7.84182e-06,0.000236896,-1.9551e-06,0.000543235,-0.000244437,0.0345171,-0.0370526,0.451065,0.569068,0.0289989,-0.0049616,-0.0497164,1.33677,-0.0118861,-0.585098,0.0106153,0.0346887,-0.016762,0.0132657,0.000504847,0.0282669,-0.0239375,-0.0166945,-0.00913139,0.0119178
2268,0,0,0,0,0.131016,0,0,0,0,0,0,1.32932,1.00632,0,1.34704,0,0,0,0,0,5.29639e-05,-8.61274e-07,6.9964e-07,6.50344e-07,9.02032e-07,-3.37072e-07,-3.19032e-07,3.09226e-08,5.40914e-07,2.52178e-07,-0.00240051,-0.00158939,0.00444536,-0.0015982,0.131016,-0.00412223,0.00327909,0.00268232,3.29584e-05,0.00115232,0.000140919,-0.00109436,-0.000849556,0.000511211,0.00106367,0.00315883,-0.000877364,0.0019766,0.000137445,0.000532459
2269,0,0,0,0,-0.653533,0.256708,0.448587,-0.247357,0,0,0,0,0,0,-0.818204,0.0850173,0,0,0.876224,0,-0.000263655,0.000120327,0.000193901,3.51466e-05,-7.19169e-06,-2.43869e-06,2.43097e-06,0.000366083,-0.000108593,-4.07386e-07,-0.00151538,-0.0115265,-0.0352549,0.0125919,-0.651448,0.307694,0.439595,-0.284041,0.00212945,-0.00167583,0.00475278,0.00895294,-0.0046247,-0.00411642,-0.00408045,0.0827961,0.0224624,-0.00411407,0.884132,1.69807e-05
2270,0.871455,0,0.283397,0,0,0,-0.427327,0,0,0,-1.59147,0,0,0,0,0,0.901457,0.686773,0,0,-6.93402e-07,-2.31525e-06,-0.000187952,-1.01353e-06,0.000117465,-4.69751e-07,-1.98874e-07,8.8339e-07,3.48028e-06,-2.71306e-06,-0.00174795,-0.00232808,0.294967,-0.00133123,-0.00277519,-0.0107014,-0.433962,0.0168302,-0.00133567,-0.013068,0.00389661,0.0101436,-0.00442991,-0.00274106,-0.00569421,-0.00472386,0.000358572,0.00585708,0.00409868,-0.0026723
2271,0,0,0.138518,0,0.962182,0,0,0.588332,0,0.196522,0,0,0,0,-0.122672,-1.1957,0,0,0,0,0.000386499,-7.80095e-06,2.51788e-07,-0.000493619,6.52643e-05,-7.25708e-06,-3.92741e-06,-5.05312e-06,0.000240323,8.73504e-05,-0.024503,-0.0339545,0.182925,-0.0193413,0.950389,-0.0374132,0.0009861,0.588965,-0.0323275,0.210869,-0.00545637,0.0152654,-0.00185533,0.00495714,0.00742305,-1.16728,-0.0127287,0.00364783,-0.0241796,0.00449185
2272,0,1.09134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.947787,0,0,-3.18594e-06,4.38893e-07,4.88284e-07,4.6642e-06,-1.18488e-06,0.000470012,-9.68831e-06,-6.62245e-06,-9.24799e-07,3.4012e-06,0.00844997,1.09134,-0.00568323,-0.0464033,-0.0150225,0.00217087,0.00252832,-0.00427289,0.00612859,0.0156196,-0.00162858,-0.00981135,-0.00149496,-0.00535327,-0.00914347,0.0216947,-0.0134146,0.00309204,-0.0313688,0.00943722
2273,0,0,0,0,0,0.131138,0,0,0,0,0,0,0,0,-0.146344,0,0,0,0.617626,0,-8.05848e-07,5.88082e-05,1.15157e-08,1.99012e-06,8.57151e-07,-3.44279e-06,1.70481e-06,0.000257528,-2.07497e-06,-5.62763e-09,-0.00659604,-0.0162968,0.00401538,0.00845968,-0.0039096,0.1446,6.35375e-05,-0.010037,0.000287458,-0.000127548,0.00403853,0.00794674,-0.00514942,0.00144398,-0.00101917,0.00941458,0.00838755,0.00400565,0.620635,0.00264495
2274,0,1.04856,0,0,0,0,0,0,1.61235,0,0,0,0,0.90318,0,0,0,0,0,0,-3.06105e-06,4.21689e-07,4.69144e-07,4.48138e-06,-1.13844e-06,0.000451589,-9.30854e-06,-6.36286e-06,-8.88548e-07,3.26788e-06,0.00811874,1.04856,-0.00546046,-0.0445843,-0.0144337,0.00208577,0.00242921,-0.0041054,0.00588836,0.0150073,-0.00156474,-0.00942676,-0.00143636,-0.00514344,-0.00878506,0.0208443,-0.0128888,0.00297084,-0.0301392,0.0090673
2275,-1.27336,0,0,0,0,0,0,0,0,0,1.36991,0,0,-1.48119,-0.584497,0,0,0,0.281935,0,7.0402e-08,1.30126e-06,-2.93724e-07,8.59085e-07,4.10232e-07,-1.5952e-06,9.74822e-07,0.000117266,-9.38115e-07,1.21381e-07,-0.00270515,-0.00755603,0.00193588,0.00480368,0.000312924,0.00614516,-0.00134415,-0.00451855,0.00040846,0.000526016,0.0016089,0.00344607,-0.0019919,8.21541e-05,-0.00108593,0.00406638,0.00324864,0.00204242,0.281935,0.00140226
2276,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.777113,0,0,0,0,0,-1.4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,-1.70905,0,0,0.687449,0,0,0,0,0,0,0.197813,0,0,0,0,0.282835,0,0,0,0,-1.77698e-07,-1.80588e-06,-1.92133e-06,0.00011817,-4.9002e-06,-4.24697e-06,0.000278075,3.1179e-06,-2.94573e-07,5.69064e-07,0.0117754,-0.0204986,-0.0240728,0.687432,-0.00111841,-0.00867649,-0.00910405,-0.00167058,0.0105379,0.00298199,0.0139938,-2.15353e-05,0.000860817,-0.00132755,-0.00393018,0.282796,-0.00314289,-0.00246238,0.0151953,-0.00562954
2278,0.776814,0,0,0,-1.13752,0,0,0,0,0,-0.0762844,0,0,0,1.00251,0,0,0,1.76649,0,-0.000459408,1.5631e-05,-7.91484e-06,-2.63797e-07,-5.26137e-06,-7.0683e-06,8.87777e-06,0.000734471,-1.05742e-05,-1.42896e-06,0.00389262,-0.0335435,-0.0264665,0.043974,-1.13556,0.0742935,-0.0368919,-0.0516001,0.00227309,-0.00670899,0.00885719,0.0310933,-0.00510434,-0.00392374,-0.0160391,-0.00194763,0.0279722,-0.0043645,1.76529,0.00416301
2279,1.59599,0,0,0,0,-1.3785,1.13898,0,0,0,0,0,0,0,0,0,0.169137,1.22048,0,0,1.71824e-05,-0.000582262,0.000490326,8.65228e-07,-6.10144e-06,-2.05759e-08,-5.7715e-08,-8.0047e-06,-5.36396e-06,4.32518e-06,0.00458418,1.95515e-05,-0.0284679,-4.21879e-05,0.0815338,-1.35115,1.10736,-0.0248728,0.00181843,0.0205718,-0.00843743,-0.0161825,0.00520913,-0.0174247,-0.00372704,0.00418034,-0.00848912,-0.00421955,-0.0376107,0.00906373
2280,0,0,0,0,0,-0.809552,-1.50793,0.563093,-1.19085,1.57921,0.996913,0,0,-0.939734,0,0,0,0,1.39982,0,2.66967e-06,-0.000350236,-0.000664221,-2.97141e-06,3.46183e-07,-4.49831e-06,1.65064e-05,0.000578944,0.000227788,0.000674859,-0.0303752,-0.0223324,0.00136103,0.0795748,0.013262,-0.83131,-1.53507,0.551716,0.00586798,1.57231,0.0197111,-0.000899483,0.0207904,-0.0134842,-0.00168548,-0.0136048,0.00901494,0.00957989,1.38359,0.00131042
2281,0,0,0,0,0,0,0,0,0,0,-0.332195,0,0,1.54767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,0,1.47087,0,0,0,0,0,0,0,0,-0.803087,0,0,0.000986293,-0.149079,0,0,0,0,0,-4.2939e-06,5.91526e-07,6.58094e-07,6.28627e-06,-1.59694e-06,0.000633468,-1.30576e-05,-8.92553e-06,-1.24641e-06,4.58404e-06,0.0113886,1.47087,-0.00765968,-0.0625409,-0.0202469,0.00292582,0.00340759,-0.00575887,0.00825992,0.0210515,-0.00219495,-0.0132234,-0.00201487,-0.00721497,-0.0123233,0.0292394,-0.0180798,0.00416736,-0.0422779,0.0127192
2283,0.459047,0,0,0,0,0,0,0,0,-0.552485,-1.01151,0,0,0,0,0,0.0840685,0,0,0.84093,-1.19242e-06,1.15182e-06,-6.86288e-07,2.00056e-06,4.68701e-06,-1.70154e-06,-1.38965e-06,-2.52096e-07,1.76366e-06,-0.000236555,0.0113051,-0.00781408,0.0225488,-0.00679938,-0.00544875,0.00542909,-0.00332119,0.0086242,0.00034767,-0.552485,-0.00379711,0.0124312,-0.00797942,0.00622657,-0.00686141,0.00938282,-0.0053162,0.00245159,-0.00109248,0.00317307
2284,0,0,0,0.441299,0,0,0,0,0,0.0372151,0,0,-1.24078,-0.823056,0,0,0,0,0,-0.0975261,-9.95307e-07,-1.38029e-06,-1.47924e-06,-1.1429e-07,-3.2834e-06,-3.34129e-06,0.000178591,1.46057e-06,-9.14749e-07,1.6925e-05,0.0052966,-0.0160261,-0.0161869,0.441757,-0.00502137,-0.00660725,-0.00700717,-0.00459859,0.00282772,0.0420633,0.0078396,0.00229176,0.00190014,-0.00142255,-0.00338955,-0.000657374,-0.00179117,-0.00208664,0.00718724,-0.0045822
2285,0.16185,0,0,0,0,0,0,0,-1.11899,0,0,0,-0.747303,0,0,0,1.39879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,-0.184833,0,0,0,0,0,0,0,0,0,0,0.792309,0,0,0,0,0,-1.07423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,0,-0.639481,0,0,1.33138,0,0,0.0212948,0,0,0,0,0,0,0,0,0,0,0,0,0.000540174,-9.01237e-06,6.73242e-06,3.94379e-06,9.96639e-06,-0.000278851,2.39583e-06,4.1264e-06,1.47362e-05,5.07801e-07,-0.0290435,-0.655707,0.0490326,0.010752,1.34063,-0.0431826,0.0314097,0.0510562,-0.00344379,0.00225495,0.00238722,-0.0052173,-0.0077957,0.00856736,0.0164116,0.019718,-0.00135853,0.0179509,0.0194485,0.000139682
2288,0,1.2585,0,0,0,0,0,0,0,0,1.03339,0,0,0.114464,0,-1.72189,0,0,0,-1.32942,-1.27931e-05,-8.54263e-07,-2.20705e-06,-0.000713841,3.21113e-07,0.000535088,-1.12575e-05,-1.29279e-05,-6.82168e-06,9.85473e-06,-0.00449057,1.22632,0.000893303,-0.0534058,-0.0616169,-0.00386765,-0.0102351,-0.0328594,-0.0300473,0.0458363,-0.0151489,0.0184926,0.00595845,-0.00760465,-0.0231461,-1.69687,-0.0167187,0.000333554,-0.0612181,0.00372587
2289,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.876569,0.769756,0,-0.372669,0,0,1.0814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,0,0,0,0,0,0,0.480976,0,0.521553,0,0,0,0,0,0,0,0,0,0,0,2.99411e-06,2.51449e-06,0.000209965,8.45437e-07,-2.76091e-06,2.21081e-07,-1.93628e-06,-5.52107e-07,-2.35331e-06,6.21122e-07,-0.00103807,0.00114475,-0.0130226,-0.00917818,0.0140329,0.0115485,0.480976,-0.0111176,-0.0019281,0.00300583,-0.00128152,-0.00506892,-0.00128854,-0.0017473,0.00446205,0.00401356,0.00205648,-0.00386203,-0.00252656,0.00193231
2291,0,0,0,0.0707903,0,0,1.67165,0.490984,0,0,0,-1.37558,0,0,1.22829,0,0.483231,0,-0.616563,0,1.21477e-05,5.61633e-06,0.000728034,2.63216e-06,-8.53231e-06,3.32845e-06,1.88694e-05,-0.000259711,0.00019428,6.26155e-07,0.010238,0.0161192,-0.0396548,0.02383,0.0574785,0.0252224,1.66349,0.461581,-0.0114623,0.00310081,-0.00673465,-0.0210886,-0.00079202,-0.00098041,0.0229125,0.0126686,-0.0072929,-0.0256561,-0.631792,0.00891289
2292,0,0,0.235784,0,0,0,0.763884,0.0187718,0,0,0.746404,-1.38093,0,0,0,0,0,-0.758921,0,-1.30443,6.47062e-06,3.9233e-06,0.000332214,1.18441e-06,9.13978e-05,1.09409e-07,-4.70644e-06,-6.10223e-07,5.08555e-06,-8.66178e-07,-0.00360424,0.000661251,0.215568,-0.0226429,0.0307431,0.0179561,0.757984,0.0068995,-0.00576406,-0.00414336,0.000260182,-0.00322166,-0.00671855,-0.00613946,0.00586329,0.00570208,0.00481726,-0.00440055,-0.00276033,0.00250194
2293,0,0,0.220541,0,-0.637166,1.6727,0,0,1.38255,0,1.49868,-1.38627,0,0,0,0,0,0,0,0,-0.000268294,0.00071788,3.85711e-06,-1.98755e-06,8.45867e-05,2.08681e-06,-5.43576e-06,8.28197e-06,-1.80272e-06,-6.37178e-06,0.00105097,0.00997507,0.196046,-0.0259313,-0.688235,1.6924,0.0172591,-0.00939892,-0.0102797,-0.0300206,0.00801676,0.0147822,-0.0102301,0.0102954,0.0108249,-0.0098031,0.0221779,-0.0137023,0.0391519,-0.00877879
2294,-1.69291,0,0,0,0,0,-0.136058,-0.922563,0,1.28387,0,0,0,0,0,0,0,0,0,0.975141,-1.96202e-06,-3.25987e-06,-5.38492e-05,-7.83678e-06,-1.4689e-05,4.59445e-06,5.47304e-06,3.70222e-06,-0.000380239,0.000552213,-0.0390519,0.0210824,-0.0716243,0.0269578,-0.010578,-0.0149914,-0.109677,-0.93946,0.00786465,1.29613,0.00914636,-0.0341485,0.0205764,-0.0241837,0.00407054,-0.0372502,0.0249083,0.00941049,0.0175117,-0.0191275
2295,1.39254,0.403525,0,-0.688437,0,0,0,0,0,0,0,0,0.510408,0,0,0,0,0,1.57022,0,8.92096e-07,9.44187e-06,9.2442e-07,6.47732e-06,6.47631e-06,0.000170296,-0.000276614,0.000648407,-4.32505e-06,3.87884e-07,-0.0213926,0.387264,0.0315628,-0.678841,0.00459421,0.0447649,0.00472902,-0.0204782,9.31234e-05,0.00114181,-0.00347244,0.0106835,-0.0137724,4.30757e-05,-0.00342009,0.0307088,0.016486,0.0155161,1.54753,0.0181142
2296,0,0,0,0,0,0,0,-0.604012,0,-1.29296,0,-0.845054,1.58656,0.192234,0,0.425995,0,0,0,0,-3.07874e-06,3.11594e-06,1.66573e-06,0.000180686,7.55395e-06,-1.80996e-06,-2.12067e-06,2.6571e-06,-0.000241148,-0.000553314,0.0214187,-0.00819818,0.0359291,-0.0103335,-0.0144099,0.0148655,0.00770021,-0.576919,0.0153167,-1.29127,-0.00562917,0.0173351,-0.0194818,0.00824231,-0.0198875,0.438583,-0.00353186,0.0157128,0.0129743,0.00185894
2297,0,1.55681,0,0,1.44085,0,0,0,-1.57628,1.4493,0,-1.22858,0,0,0,1.47596,0,0,0,0,0.000588873,-1.07012e-05,1.25657e-05,0.000625056,-5.51176e-06,0.000677169,-1.36108e-05,-3.91034e-06,4.93621e-06,0.000623081,-0.0318,1.58742,-0.0247536,-0.0660254,1.47168,-0.0510183,0.0596534,0.0247229,0.0400068,1.46041,0.0205628,-0.0841912,0.00287116,-0.0171214,0.0274558,1.51704,-0.0137685,0.022488,-0.0189034,0.0171291
2298,0.219568,0,-1.65121,0,0,0,0,0,0,0,-0.986567,0,0,0,0,0.109404,-0.660762,0,0,0,-1.08798e-05,5.5976e-07,8.37182e-06,4.72261e-05,-0.000670225,2.0322e-06,1.11875e-05,-1.95286e-06,-7.73002e-06,1.22154e-05,0.0164625,0.00968354,-1.65168,0.0552614,-0.0536586,0.00297468,0.0394932,-0.0387351,0.0201214,0.0588126,-0.0152265,-0.034756,0.031993,0.0251068,0.0108797,0.116151,-0.0126554,-0.0139287,-0.00921067,0.00602205
2299,-1.3229,-0.380885,0,-1.21408,0,-0.749472,0,0,0,0,0,0,0,0,0,0,-0.735274,-0.543251,0,0,9.55812e-06,-0.000316375,2.83123e-07,-2.30223e-06,8.81544e-06,-0.000154826,-0.000485231,-5.30148e-06,2.62608e-06,-2.36117e-06,-0.015787,-0.33681,0.0436261,-1.18609,0.0463291,-0.733058,0.00181897,0.0133352,-0.00651179,-0.0114746,-0.0232333,-0.00745648,0.00126402,-0.00259588,0.00601666,-0.0103965,0.00333162,0.0068854,-0.0258183,0.0111646
2300,0,0.225742,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17468,0,0.670827,0,0,5.56211e-06,1.01884e-06,1.99079e-06,0.000491619,-1.3963e-06,0.000101942,-1.94595e-06,2.23969e-06,3.73494e-06,-3.34366e-06,0.011459,0.247699,-0.006256,-0.00967042,0.0271096,0.00479539,0.00949443,0.0181715,0.0265874,-0.0157508,0.00871656,-0.0223638,-0.00555021,-0.000130835,0.00670585,1.17917,-0.00192257,0.00284455,0.0105967,0.00683456
2301,0,0,0,0,0,0,1.14295,0,0,-1.56511,0,0,0,-1.22294,0,0.994722,0,0,1.39503,0,9.35339e-06,1.64627e-05,0.000497144,0.000427414,7.77183e-06,-8.19063e-06,-3.66521e-06,0.000581267,-1.91309e-06,-0.000671475,0.0243972,-0.0382106,0.0382085,-0.0173639,0.0450472,0.0769096,1.13449,-0.00820957,0.019865,-1.57144,0.00182543,0.0230026,-0.0399606,0.0147202,-0.0069273,1.05096,0.00662289,0.00974078,1.4004,0.0246536
2302,-0.686773,0,0,0,0.471455,0,0,0.449398,0,0.896046,0,0,0,-0.16931,0,0,0,0,0,0,0.000194416,-5.0297e-06,1.70627e-06,5.31993e-07,-2.12552e-06,1.20428e-06,2.79594e-07,-9.21844e-07,0.000182636,0.000383257,-0.0206045,0.00537183,-0.00941479,0.00110627,0.489679,-0.0240731,0.00809477,0.445063,-0.00440416,0.893809,0.00668485,-0.0208385,0.00907119,-0.00328618,0.020125,0.00312059,-0.000934006,-0.00369037,-0.00467905,0.00222908
